TYPE,SUBLOCALITY,PRICE,PROPERTYSQFT,BEDS,BATH
Condo for sale,The Bronx,700000,1245.0,3,2.0
Condo for sale,Brooklyn,297000,600.0,3,1.0
Co-op for sale,New York,455000,725.0,1,1.0
Condo for sale,New York,6500000,2190.0,3,4.0
Townhouse for sale,Bronx,1299000,4560.0,11,8.0
Multi-family home for sale,Bronx,1279000,3550.0,16,8.0
Pending,New York,799000,1200.0,3,1.0
Co-op for sale,Brooklyn,475000,1150.0,2,2.0
House for sale,Kings County,1325000,2200.0,4,3.0
Co-op for sale,Brooklyn,259000,625.0,1,1.0
Townhouse for sale,Queens,899000,1960.0,4,3.0
Co-op for sale,The Bronx,345000,1100.0,3,2.0
House for sale,Richmond County,669000,2191.0,3,2.0
Multi-family home for sale,Kings County,1388000,2520.0,3,2.0
House for sale,Queens,1475000,2637.0,5,3.0
House for sale,Kings County,1099000,2037.0,3,4.0
Co-op for sale,New York,599000,1350.0,2,2.0
Condo for sale,New York,479900,550.0,1,1.0
House for sale,New York,4200000,2560.0,3,1.0
Co-op for sale,Brooklyn,188000,300.0,3,1.0
Condo for sale,New York,479900,550.0,1,1.0
House for sale,Richmond County,739999,1976.0,4,2.0
Foreclosure,Richmond County,475000,1204.0,3,2.0
House for sale,Kings County,2250000,3432.0,6,4.0
Condo for sale,Brooklyn,875000,1050.0,2,2.0
House for sale,Richmond County,499000,1786.0,3,2.0
Co-op for sale,New York,4400000,3500.0,3,3.0
House for sale,Richmond County,855000,1383.0,3,2.0
Co-op for sale,Brooklyn,525000,1300.0,2,1.0
Condo for sale,Brooklyn,715000,1021.0,2,2.0
Contingent,Richmond County,550000,1424.0,3,2.0
Condo for sale,New York,17500000,6300.0,7,4.0
Co-op for sale,New York,599000,755.0,1,1.0
House for sale,Richmond County,749000,2013.0,4,3.0
Multi-family home for sale,Kings County,1900000,2565.0,6,4.0
House for sale,Bronx,590000,1360.0,3,1.0
Condo for sale,New York,1395000,1494.0,3,2.0
Multi-family home for sale,Bronx,1300000,5103.0,14,6.0
House for sale,Queens,868000,1452.0,3,2.0
Multi-family home for sale,Kings County,1248000,2400.0,6,3.0
Multi-family home for sale,Kings County,1449000,2400.0,7,3.0
House for sale,Bronx,270000,1158.0,3,1.0
House for sale,Bronx,765000,2500.0,3,1.0
Pending,Queens,988000,2451.0,2,2.0
Contingent,Richmond County,1099000,3219.0,6,6.0
Condo for sale,The Bronx,1181000,1541.0,2,2.0
House for sale,Kings County,588000,1080.0,3,1.0
Multi-family home for sale,Bronx,805000,2042.0,6,2.0
House for sale,Kings County,929000,1309.0,3,2.0
Pending,Queens,670000,908.0,1,2.0
House for sale,Richmond County,649000,1152.0,3,2.0
Co-op for sale,Queens,439900,1000.0,2,1.0
House for sale,Bronx,459999,640.0,1,1.0
House for sale,Richmond County,1999000,2600.0,4,2.0
Townhouse for sale,Kings County,2395000,2560.0,5,4.0
Multi-family home for sale,Queens,1180000,1810.0,6,5.0
Co-op for sale,Queens,650000,1200.0,2,2.0
Co-op for sale,Brooklyn,589000,1100.0,2,2.0
House for sale,Queens,515000,882.0,3,1.0
Multi-family home for sale,Richmond County,750000,1530.0,2,3.0
Condo for sale,New York,1499999,901.0,2,2.0
House for sale,Kings County,1525000,2572.0,3,2.0
Multi-family home for sale,Bronx,900000,2487.0,5,3.0
Townhouse for sale,Kings County,1099999,1874.0,4,2.0
Pending,Queens,498888,750.0,1,1.0
Co-op for sale,New York,1495000,2600.0,4,4.0
Co-op for sale,Brooklyn,239000,450.0,3,1.0
Pending,Kings County,1299000,2080.0,4,2.0
Multi-family home for sale,Queens,2350000,2700.0,6,4.0
House for sale,Queens,1788000,2716.0,4,4.0
Condo for sale,The Bronx,299900,525.0,1,1.0
Co-op for sale,Queens,439999,1215.0,1,2.0
House for sale,Richmond County,899000,1224.0,4,2.0
Townhouse for sale,Kings County,4950000,3800.0,4,4.0
Townhouse for sale,Brooklyn,1895000,2400.0,5,4.0
Pending,Richmond County,699000,1250.0,3,2.0
Multi-family home for sale,Queens,1590000,2880.0,5,4.0
Co-op for sale,Queens,234900,753.0,1,1.0
Multi-family home for sale,Kings County,1500000,2000.0,3,2.0
Multi-family home for sale,Bronx,2300000,21000.0,3,3.0
Multi-family home for sale,Queens,1075000,2905.0,5,4.0
Multi-family home for sale,Kings County,1325000,2208.0,5,2.0
Co-op for sale,Brooklyn,525000,1000.0,2,1.0
Co-op for sale,Queens,305000,600.0,2,1.0
House for sale,Kings County,1980000,2652.0,5,2.0
Condo for sale,New York,1995000,1562.0,2,2.0
Condo for sale,Brooklyn,750000,943.0,1,1.0
Contingent,Staten Island,349000,1180.0,3,2.0
House for sale,Bronx,599000,1052.0,3,2.0
Multi-family home for sale,Kings County,4295000,6270.0,9,11.0
Co-op for sale,Brooklyn,175000,800.0,1,1.0
House for sale,Richmond County,999000,3570.0,4,4.0
House for sale,Richmond County,849999,1365.0,2,2.0
Co-op for sale,The Bronx,136999,750.0,1,1.0
Condo for sale,Queens,699000,1320.0,2,2.0
Co-op for sale,New York,825000,750.0,1,1.0
Condo for sale,New York,4100000,2200.0,3,4.0
Condo for sale,New York,8850000,5094.0,3,4.0
House for sale,New York,8999999,5500.0,6,6.0
Condo for sale,Kings County,408000,787.0,1,1.0
Condo for sale,Brooklyn,559000,830.0,1,1.0
Pending,Richmond County,949000,2920.0,4,4.0
Co-op for sale,Brooklyn,379000,1000.0,2,1.0
Co-op for sale,New York,815000,630.0,1,1.0
Co-op for sale,Brooklyn,599000,1200.0,2,2.0
Co-op for sale,The Bronx,280000,975.0,2,2.0
Multi-family home for sale,Brooklyn,875000,5712.0,9,6.0
Townhouse for sale,Richmond County,1299900,2504.0,6,4.0
Condo for sale,New York,2225000,1420.0,2,2.0
Condo for sale,Brooklyn,1530000,1229.0,2,2.0
House for sale,Kings County,594900,1224.0,3,2.0
Multi-family home for sale,Kings County,1399888,3682.0,7,4.0
Pending,New York,36000000,16000.0,8,10.0
Co-op for sale,Queens,309000,1074.0,1,2.0
House for sale,Kings County,2700000,2690.0,5,2.0
House for sale,Bronx,554900,1890.0,3,2.0
Condo for sale,Brooklyn,399000,561.0,1,1.0
Condo for sale,Queens,675000,904.0,2,2.0
Condo for sale,Staten Island,164999,400.0,3,1.0
Condo for sale,New York,13000000,3844.0,4,4.0
Condo for sale,New York,29000000,5508.0,5,6.0
Co-op for sale,New York,715000,983.0,3,1.0
Co-op for sale,Brooklyn,1200000,1100.0,2,2.0
Multi-family home for sale,Kings County,3975000,3181.0,4,4.0
House for sale,Richmond County,949900,1680.0,4,2.0
House for sale,Richmond County,949900,1680.0,4,2.0
Townhouse for sale,Queens,849000,1296.0,3,2.0
Pending,Kings County,1999000,2840.0,3,4.0
Co-op for sale,New York,560000,700.0,1,1.0
House for sale,New York,26995000,8360.0,8,10.0
Multi-family home for sale,Richmond County,1450000,3252.0,5,4.0
Multi-family home for sale,Kings County,1599000,2424.0,5,3.0
Co-op for sale,Queens,255000,650.0,1,1.0
Multi-family home for sale,Queens,5827000,55300.0,3,4.0
Multi-family home for sale,Queens,5827000,55300.0,3,4.0
Townhouse for sale,Kings County,3200000,3200.0,4,4.0
House for sale,Richmond County,799999,2337.0,3,4.0
Condo for sale,Richmond County,198000,1000.0,1,1.0
House for sale,Kings County,485000,560.0,2,1.0
Multi-family home for sale,Queens,1288000,2500.0,5,5.0
House for sale,Richmond County,589000,1808.0,2,2.0
Townhouse for sale,New York,2050000,5200.0,7,4.0
Co-op for sale,New York,259000,250.0,3,1.0
Co-op for sale,Brooklyn,219000,550.0,3,1.0
Condo for sale,New York,1795000,1773.0,3,2.0
Townhouse for sale,New York,10850000,13000.0,4,4.0
Condo for sale,New York,699000,1519.0,2,2.0
Co-op for sale,Queens,425000,1300.0,3,2.0
Condo for sale,Kings County,2750000,2782.0,3,3.0
Co-op for sale,Brooklyn,279999,790.0,1,1.0
Condo for sale,Brooklyn,980000,1574.0,3,3.0
Co-op for sale,New York,1600000,2350.0,4,2.0
Co-op for sale,New York,250000,740.0,1,2.0
Multi-family home for sale,Queens,1350000,2800.0,7,4.0
Contingent,Richmond County,725000,1498.0,3,2.0
Co-op for sale,Queens,309000,850.0,1,1.0
House for sale,Kings County,1750000,3225.0,4,3.0
Condo for sale,Brooklyn,950000,1401.0,3,2.0
Condo for sale,New York,5000000,2522.0,2,2.0
House for sale,Bronx,1050000,1870.0,3,2.0
Condo for sale,Brooklyn,1390000,1950.0,4,3.0
Condo for sale,New York,9995000,2926.0,3,4.0
Co-op for sale,Queens,529000,1200.0,2,2.0
House for sale,Kings County,1328888,1440.0,3,2.0
Townhouse for sale,Richmond County,478888,1159.0,2,2.0
Condo for sale,New York,1350000,850.0,1,1.0
House for sale,Queens,728000,1440.0,2,1.0
For sale,Kings County,3399000,5000.0,6,4.0
Condo for sale,New York,2750000,1892.0,2,2.0
Condo for sale,New York,2095000,1600.0,2,2.0
Co-op for sale,Queens,199900,550.0,3,1.0
Multi-family home for sale,Richmond County,1399999,2776.0,4,4.0
House for sale,Queens,2300000,2800.0,3,2.0
Co-op for sale,Queens,399990,1000.0,2,1.0
Multi-family home for sale,Kings County,850000,2646.0,3,3.0
Co-op for sale,Rego Park,215000,625.0,3,1.0
Co-op for sale,Queens,199900,550.0,3,1.0
Co-op for sale,The Bronx,130000,720.0,1,1.0
Condo for sale,Manhattan,16995000,3310.0,4,4.0
Contingent,Staten Island,299998,1200.0,2,1.0
Condo for sale,Brooklyn,690000,942.0,2,2.0
Co-op for sale,Brooklyn,185000,854.0,2,1.0
Multi-family home for sale,Queens,928888,1480.0,4,2.0
Condo for sale,Queens,780000,955.0,2,2.0
House for sale,Kings County,1190000,1360.0,3,2.0
Co-op for sale,New York,599000,1100.0,2,1.0
Condo for sale,The Bronx,639999,1180.0,3,2.0
Condo for sale,New York,14950000,3228.0,3,4.0
House for sale,Richmond County,749000,1600.0,3,2.0
Condo for sale,New York,2999999,3100.0,4,4.0
Townhouse for sale,Kings County,3995000,3412.0,4,4.0
House for sale,Kings County,2235000,2750.0,3,4.0
House for sale,Bronx,620000,1400.0,3,2.0
Condo for sale,Kings County,1999999,1865.0,3,2.0
Condo for sale,Queens,1150000,1850.0,2,2.0
Co-op for sale,Bronx,339000,822.0,2,1.0
House for sale,Queens,938000,1836.0,3,2.0
House for sale,Kings County,919000,5400.0,6,3.0
Co-op for sale,The Bronx,425000,1150.0,3,2.0
Townhouse for sale,New York,19995000,8300.0,6,8.0
Co-op for sale,New York,799000,1000.0,2,2.0
Co-op for sale,Brooklyn,475000,750.0,1,1.0
Townhouse for sale,Kings County,3800000,3340.0,6,4.0
Co-op for sale,Brooklyn,325000,1200.0,3,1.0
Condo for sale,New York,1200000,1200.0,2,2.0
House for sale,New York,6975000,3050.0,2,2.0
House for sale,Kings County,2400000,3424.0,4,4.0
Co-op for sale,New York,3500000,2700.0,4,4.0
House for sale,New York,2975000,2968.0,4,4.0
House for sale,New York,4000000,7188.0,32,12.0
Condo for sale,Queens,1250000,1257.0,2,2.0
Co-op for sale,Queens,220000,750.0,1,1.0
Multi-family home for sale,Richmond County,1179987,4143.0,5,4.0
Multi-family home for sale,Bronx,949000,3733.0,7,6.0
Contingent,Richmond County,699000,1312.0,3,2.0
Co-op for sale,New York,4000000,2300.0,3,2.0
House for sale,Richmond County,649000,1456.0,3,3.0
Condo for sale,New York,1175000,1070.0,1,2.0
House for sale,Kings County,995000,800.0,2,2.0
Condo for sale,Brooklyn,1595000,1375.0,3,2.0
House for sale,Richmond County,649000,1456.0,3,3.0
House for sale,Kings County,995000,800.0,2,2.0
Condo for sale,Staten Island,1338000,2082.0,3,2.0
House for sale,Bronx,499000,1146.0,2,2.0
Co-op for sale,Brooklyn,349000,800.0,2,1.0
House for sale,New York,14750000,8790.0,6,6.0
House for sale,Richmond County,160000,900.0,2,1.0
Condo for sale,New York,12500000,3550.0,4,4.0
Condo for sale,Brooklyn,370000,462.0,3,1.0
Co-op for sale,New York,600000,715.0,1,1.0
Condo for sale,New York,1950000,1000.0,2,2.0
Co-op for sale,New York,2000000,1800.0,3,2.0
House for sale,Kings County,1149000,1800.0,4,3.0
Co-op for sale,The Bronx,329999,950.0,2,1.0
Co-op for sale,Queens,390000,1100.0,2,1.0
Co-op for sale,Brooklyn,239000,700.0,1,1.0
Condo for sale,New York,18500000,4856.0,4,4.0
Condo for sale,New York,8900000,4297.0,5,5.0
Co-op for sale,New York,839000,1120.0,3,2.0
Condo for sale,Brooklyn,1439000,1625.0,4,2.0
Co-op for sale,Queens,379000,900.0,2,1.0
Condo for sale,Brooklyn,1439000,1625.0,4,2.0
Multi-family home for sale,Queens,1245000,1800.0,5,2.0
Multi-family home for sale,Richmond County,365000,1600.0,4,3.0
Condo for sale,Queens,950000,1025.0,2,2.0
Condo for sale,The Bronx,209000,658.0,1,1.0
Pending,Kings County,1390000,1992.0,5,4.0
Condo for sale,New York,8250000,3920.0,6,6.0
Co-op for sale,Kings County,429000,850.0,2,1.0
House for sale,Kings County,699000,2835.0,3,3.0
Condo for sale,Brooklyn,450000,724.0,1,1.0
House for sale,Kings County,1190000,1500.0,4,2.0
Contingent,Staten Island,339000,693.0,1,1.0
House for sale,Kings County,649000,1257.0,3,2.0
Co-op for sale,New York,4695000,2600.0,3,4.0
House for sale,Kings County,699000,2835.0,3,3.0
House for sale,Bronx,399888,1613.0,3,4.0
Pending,Richmond County,1199900,2393.0,4,4.0
Condo for sale,New York,1395000,2472.0,3,4.0
Condo for sale,New York,2995000,2135.0,4,3.0
Multi-family home for sale,New York,16995000,4230.0,5,4.0
Co-op for sale,New York,650000,1060.0,2,1.0
House for sale,Kings County,2599000,3510.0,4,3.0
Townhouse for sale,Kings County,1195000,2625.0,4,2.0
House for sale,Kings County,1288000,1188.0,3,2.0
Condo for sale,Brooklyn,2099000,1447.0,2,2.0
Multi-family home for sale,Kings County,1275000,1920.0,5,3.0
Multi-family home for sale,New York,16995000,4230.0,5,4.0
Townhouse for sale,New York,10750000,7327.0,8,9.0
Co-op for sale,New York,4800000,3475.0,3,4.0
Multi-family home for sale,New York,1279900,3812.0,3,4.0
Multi-family home for sale,Queens,1680000,3780.0,7,4.0
Co-op for sale,Queens,299000,850.0,1,1.0
Co-op for sale,Queens,449000,1213.0,1,2.0
Condo for sale,Brooklyn,1250000,1287.0,3,2.0
Co-op for sale,Brooklyn,499000,900.0,2,1.0
House for sale,Richmond County,699000,1700.0,3,2.0
Condo for sale,Brooklyn,625000,1268.0,4,2.0
Multi-family home for sale,Kings County,949000,1600.0,4,2.0
Townhouse for sale,New York,2395000,3972.0,6,4.0
Condo for sale,Brooklyn,625000,1268.0,4,2.0
House for sale,Richmond County,1250000,3328.0,3,4.0
House for sale,Kings County,2199000,3454.0,3,3.0
Co-op for sale,New York,5495000,3000.0,3,2.0
House for sale,Kings County,1449999,1890.0,3,2.0
Co-op for sale,New York,525000,322.0,3,1.0
Townhouse for sale,New York,12000000,5500.0,4,4.0
House for sale,Kings County,1299000,1700.0,3,2.0
Multi-family home for sale,Richmond County,899999,2194.0,4,2.0
House for sale,Kings County,925000,1077.0,2,2.0
Co-op for sale,Brooklyn,279000,600.0,1,1.0
Condo for sale,Brooklyn,560000,622.0,3,1.0
House for sale,Queens,999000,1260.0,3,2.0
Multi-family home for sale,Queens,1188000,2186.0,6,2.0
House for sale,Kings County,948888,950.0,3,1.0
Condo for sale,Brooklyn,735000,832.0,2,2.0
Multi-family home for sale,New York,1850000,5000.0,8,4.0
Condo for sale,New York,1700000,1135.0,2,2.0
Condo for sale,New York,12995000,4155.0,4,4.0
Co-op for sale,New York,295000,613.0,2,1.0
Co-op for sale,New York,625000,650.0,1,1.0
Condo for sale,Queens,399000,391.0,3,1.0
Condo for sale,New York,5700000,2357.0,3,4.0
Co-op for sale,The Bronx,149999,694.0,1,1.0
Condo for sale,New York,650000,550.0,3,1.0
Co-op for sale,Queens,399000,1090.0,2,1.0
Townhouse for sale,Kings County,2495000,4125.0,3,2.0
Co-op for sale,New York,299000,394.0,3,1.0
Condo for sale,Staten Island,239500,864.0,1,1.0
Co-op for sale,Riverdale,235000,850.0,1,1.0
House for sale,Richmond County,629000,1280.0,3,3.0
Pending,Kings County,1039000,2300.0,3,2.0
House for sale,Richmond County,2200000,3760.0,3,2.0
House for sale,Kings County,380000,600.0,3,1.0
Townhouse for sale,Richmond County,530000,1280.0,3,2.0
Condo for sale,Kings County,1449000,1632.0,4,2.0
Condo for sale,New York,7750000,2855.0,3,4.0
Condo for sale,New York,990000,791.0,1,1.0
Condo for sale,New York,990000,791.0,1,1.0
Condo for sale,New York,2300000,1100.0,1,2.0
Pending,New York,4999000,2160.0,3,2.0
Condo for sale,Staten Island,350000,738.0,1,1.0
Multi-family home for sale,New York,1900000,3640.0,5,4.0
Multi-family home for sale,Queens,2498000,3184.0,6,6.0
Pending,Kings County,995000,2128.0,5,2.0
Contingent,Staten Island,193999,435.0,3,1.0
Co-op for sale,Queens,245000,713.0,3,1.0
Condo for sale,New York,8495000,4781.0,3,4.0
Condo for sale,New York,12500000,2938.0,4,4.0
Condo for sale,New York,1895000,1929.0,3,2.0
Co-op for sale,Brooklyn,189900,600.0,1,1.0
Condo for sale,New York,10850000,4372.0,4,4.0
Multi-family home for sale,Bronx,999000,1980.0,5,4.0
Condo for sale,New York,2195000,1708.0,3,2.0
Multi-family home for sale,Kings County,1260000,2000.0,7,2.0
Pending,New York,225000,600.0,2,1.0
Co-op for sale,Brooklyn,229000,650.0,1,1.0
Multi-family home for sale,Richmond County,1275000,2500.0,6,5.0
Condo for sale,New York,5495000,4014.0,5,4.0
House for sale,Queens,730000,1648.0,4,3.0
Multi-family home for sale,Queens,1149000,2600.0,6,3.0
Pending,Richmond County,648000,2112.0,3,2.0
Condo for sale,Brooklyn,499000,825.0,2,1.0
Condo for sale,Queens,450000,1249.0,2,1.0
House for sale,Richmond County,558000,1108.0,3,2.0
Condo for sale,Brooklyn,539000,821.0,2,2.0
Co-op for sale,The Bronx,99000,859.0,1,1.0
Pending,New York,895000,1111.0,2,2.0
Co-op for sale,New York,995000,1300.0,3,2.0
Condo for sale,Brooklyn,2550000,2400.0,3,2.0
Co-op for sale,Kings County,345000,1000.0,2,1.0
House for sale,Richmond County,879000,2240.0,4,2.0
House for sale,Queens,939999,3096.0,3,2.0
Co-op for sale,Queens,500000,1200.0,3,2.0
Multi-family home for sale,Kings County,3099000,12460.0,36,16.0
Townhouse for sale,Queens,1238000,1500.0,3,2.0
Co-op for sale,Brooklyn,370000,800.0,2,1.0
Condo for sale,New York,595000,574.0,1,1.0
Condo for sale,Kings County,2799000,2350.0,3,3.0
Co-op for sale,Brooklyn,289000,520.0,1,1.0
Pending,Queens,669000,1080.0,3,1.0
Townhouse for sale,New York,13995000,6815.0,5,5.0
Co-op for sale,Queens,585000,1050.0,3,1.0
House for sale,Richmond County,699000,1538.0,3,2.0
Condo for sale,Brooklyn,340000,850.0,1,1.0
Condo for sale,New York,15500000,4193.0,5,5.0
Co-op for sale,Brooklyn,199999,550.0,1,1.0
Pending,New York,2495000,4230.0,5,4.0
Co-op for sale,Brooklyn,799000,1043.0,2,2.0
House for sale,Richmond County,888888,2088.0,4,3.0
House for sale,Kings County,1690000,1536.0,3,2.0
Condo for sale,New York,8950000,2270.0,2,2.0
House for sale,Richmond County,1449000,3600.0,3,4.0
Condo for sale,New York,1295000,1160.0,2,2.0
Co-op for sale,New York,599000,800.0,1,1.0
House for sale,Richmond County,628000,960.0,3,2.0
Condo for sale,Staten Island,593000,1312.0,2,2.0
Condo for sale,Richmond County,499900,960.0,2,2.0
Condo for sale,New York,540000,509.0,3,1.0
Co-op for sale,Queens,299000,800.0,1,1.0
Multi-family home for sale,Bronx,850000,2230.0,6,3.0
Multi-family home for sale,Kings County,899000,1892.0,4,3.0
Multi-family home for sale,Kings County,1299000,4500.0,10,6.0
Condo for sale,Queens,579000,750.0,2,2.0
House for sale,Richmond County,585000,1008.0,3,2.0
Contingent,Staten Island,350000,1137.0,3,2.0
House for sale,Richmond County,1250000,2072.0,3,2.0
Townhouse for sale,Kings County,1979000,3150.0,5,4.0
House for sale,Richmond County,599000,780.0,3,2.0
House for sale,Richmond County,779000,2188.0,4,2.0
Contingent,Staten Island,350000,1137.0,3,2.0
Condo for sale,New York,1995000,1838.0,2,3.0
Co-op for sale,Brooklyn,564900,769.0,1,1.0
Multi-family home for sale,Queens,1399000,2283.0,4,3.0
House for sale,Richmond County,1250000,3160.0,4,2.0
Multi-family home for sale,Bronx,685000,2000.0,4,2.0
Co-op for sale,Brooklyn,279999,666.0,2,1.0
Condo for sale,New York,520000,741.0,2,1.0
House for sale,Richmond County,599900,1248.0,3,2.0
Multi-family home for sale,Bronx,885000,2680.0,6,5.0
Co-op for sale,Brooklyn,258000,650.0,1,1.0
Condo for sale,Queens,700000,1124.0,2,2.0
Contingent,Richmond County,898000,2744.0,3,1.0
Condo for sale,New York,500000,720.0,1,1.0
House for sale,Kings County,695000,1926.0,3,2.0
Co-op for sale,Staten Island,375000,1185.0,1,1.0
Multi-family home for sale,Brooklyn,2700000,18936.0,24,24.0
Pending,Kings County,2100000,1902.0,3,2.0
Co-op for sale,Queens,389888,730.0,1,1.0
Co-op for sale,Brooklyn,285000,900.0,1,1.0
Condo for sale,Staten Island,674999,1299.0,3,1.0
Townhouse for sale,New York,12995000,5608.0,4,4.0
House for sale,Kings County,759000,1260.0,3,2.0
Condo for sale,Brooklyn,995000,1030.0,2,2.0
Co-op for sale,The Bronx,239000,800.0,1,1.0
House for sale,Queens,1100000,2192.0,5,3.0
House for sale,Richmond County,868000,1484.0,3,2.0
House for sale,Richmond County,1100000,1800.0,4,2.0
Pending,Brooklyn,1895000,1230.0,3,2.0
House for sale,Richmond County,749000,1800.0,3,2.0
Multi-family home for sale,Bronx,775000,1600.0,5,2.0
